"GEO_ID","GEO_ID_F","NAME","SVY_COMP","SVY_COMP_LABEL","YEAR","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT","AMOUNT_FORMATTED"
"id","Geo Footnote","Geographic Area Name","Survey Component","Survey Component","Year","Aggregate Description","Meaning of Aggregate Description","Type of Government","Type of Government","Amount","Amount Formatted"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","6109.9","6110"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","6334.6","6335"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","7764.7","7765"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","5000.7","5001"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","4939.6","4940"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","4934.2","4934"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8106.3","8106"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8151.1","8151"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8193.0","8193"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8244.6","8245"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8330.3","8330"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8504.2","8504"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSFSWP","Elementary-secondary education school system current expenditures Salaries and wages per pupil","001","State and Local ","8386.4","8386"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","3512.4","3512"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","3965.2","3965"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","4127.4","4127"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","5093.7","5094"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","3128.8","3129"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","3119.4","3119"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSIEBP","Elementary-secondary education school system current expenditures Instruction Employee benefits per pupil","001","State and Local ","3092.5","3093"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5135.8","5136"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5193.4","5193"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5259.9","5260"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5295.2","5295"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5368.3","5368"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5437.4","5437"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSISWP","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","001","State and Local ","5388.9","5389"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","9602.7","9603"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","10104.8","10105"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","10314.6","10315"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","11354.1","11354"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","9448.7","9449"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","9538.2","9538"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSITP","Elementary-secondary education school system current expenditures Instruction Total per pupil","001","State and Local ","9495.4","9495"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","17390.4","17390"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","18175.0","18175"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","18415.9","18416"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","20172.5","20172"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","17510.0","17510"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","17837.9","17838"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSP","Elementary-secondary education school system current expenditures Total per pupil","001","State and Local ","17725.9","17726"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","254.5","254"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","260.2","260"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","256.3","256"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","276.0","276"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","247.8","248"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","255.1","255"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSSGAP","Elementary-secondary education school system current expenditures Support Services General administration per pupil","001","State and Local ","260.1","260"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1149.1","1149"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1260.5","1260"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1259.2","1259"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1396.3","1396"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1371.1","1371"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1480.6","1481"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSSISP","Elementary-secondary education school system current expenditures Support Services Instructional staff support per pupil","001","State and Local ","1436.2","1436"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1431.3","1431"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1496.8","1497"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1488.5","1488"
